EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP,FechaAtencion,NumTotalOriginal,FlagTotalCorregido,Macrozona,TrimestreAprox,CostoUnitarioCLP,NumMenor1Anio_z,Num1a4Anios_z,Num5a14Anios_z,Num15a64Anios_z,Num65oMas_z,Mes
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,1,Influenza y neumonia,264,23,21,43,114,63,2023/06/26,M,C3,140141.0,2023-06-26,264,False,Norte,T2,530.8371212121212,0.16898732010570425,0.011497901778790844,0.30574523189086567,0.8117360936255159,0.6860373215205465,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,2,Infeccion respiratoria aguda alta,64,3,11,13,31,6,26.06.23,F,C5,96697.0,2023-06-26,64,False,Norte,T2,1510.890625,-0.3558734523122502,-0.19802040910118954,-0.29750529553327626,-0.4277898316427003,-0.4967042865741047,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,3,Bronquitis/Bronquiolitis aguda,312,82,81,57,71,21,2023/06/26,F,C3,84777.0,2023-06-26,312,False,Norte,T2,271.72115384615387,1.7173265987386699,1.268607767058673,0.5872621446887986,0.16957206005282557,-0.18545649497024913,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,4,Crisis asmática,90,2,10,31,36,11,26-06-2023,F,C5,44996.0,2023-06-26,90,False,Norte,T2,499.9555555555556,-0.3821164909331479,-0.21897224018918757,0.06444502092120888,-0.3531195951807596,-0.39295502270615285,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,5,Insuficiencia respiratoria aguda,242,8,8,20,84,122,26-06-2023,M,C2,134887.0,2023-06-26,242,False,Norte,T2,557.3842975206611,-0.2246582592077616,-0.26087590236518365,-0.15674683913430984,0.3637146748538715,1.9102786351623786,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,26,6,COVID-19 sospecha/confirmada,221,20,21,33,112,35,26-06-2023,M,C3,95005.0,2023-06-26,221,False,Norte,T2,429.8868778280543,0.09025820424301108,0.011497901778790844,0.10466172274948501,0.7818679990407397,0.10504144386001607,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,1,Influenza y neumonia,124,10,15,23,48,28,26.06.23,F,C2,98150.0,2023-06-26,124,False,Centro,T2,791.5322580645161,-0.17217218196596615,-0.11421308474919738,-0.09642178639189564,-0.17391102767210181,-0.04020752555511654,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,2,Infeccion respiratoria aguda alta,216,14,31,37,111,23,26-06-2023,M,C3,148659.0,2023-06-26,216,False,Centro,T2,688.2361111111111,-0.06720002748237526,0.22101621265877122,0.18509512640603726,0.7669339517483514,-0.1439567894230684,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,3,Bronquitis/Bronquiolitis aguda,108,38,28,14,23,5,26-06-2023,F,C3,80560.0,2023-06-26,108,False,Centro,T2,745.925925925926,0.5626328994191702,0.1581607193947771,-0.2773969446191382,-0.5472622099818055,-0.5174541393476951,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,4,Crisis asmática,267,7,35,66,131,28,26-06-2023,M,C5,156871.0,2023-06-26,267,False,Centro,T2,587.5318352059925,-0.25090129782865933,0.30482353701076337,0.7682373029160412,1.0656148975961146,-0.04020752555511654,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,5,Insuficiencia respiratoria aguda,86,2,4,3,34,43,2023/06/26,M,C4,121726.0,2023-06-26,86,False,Centro,T2,1415.4186046511627,-0.3821164909331479,-0.3446832267171758,-0.49858880467465694,-0.3829876897655359,0.27104026604873904,2023-06
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,26,6,COVID-19 sospecha/confirmada,267,17,38,62,109,41,2023/06/26,F,C3,127332.0,2023-06-26,267,False,Centro,T2,476.8988764044944,0.011529088380317912,0.36767903027475746,0.6878038992594889,0.7370658571635752,0.2295405605015583,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,1,Influenza y neumonia,101,8,6,12,41,34,26-06-2023,F,C4,108611.0,2023-06-26,101,False,NoClasificada,T2,1075.3564356435643,-0.2246582592077616,-0.3027795645411797,-0.31761364644741436,-0.2784493587188188,0.0842915910864257,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,AMBULATORIA (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,2,Infeccion respiratoria aguda alta,167,11,26,30,73,27,2023/06/26,M,C4,60793.0,2023-06-26,167,False,NoClasificada,T2,364.02994011976045,-0.14592914334506843,0.11625705721878103,0.04433667000707082,0.19944015463760187,-0.06095737832870691,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,3,Bronquitis/Bronquiolitis aguda,147,43,29,31,34,10,26.06.23,F,C3,52545.0,2023-06-26,147,False,NoClasificada,T2,357.44897959183675,0.6938480925236588,0.17911255048277513,0.06444502092120888,-0.3829876897655359,-0.4137048754797432,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,4,Crisis asmática,67,2,7,22,29,7,2023/06/26,F,C3,129808.0,2023-06-26,67,False,NoClasificada,T2,1937.4328358208954,-0.3821164909331479,-0.2818277334531817,-0.1165301373060337,-0.4576579262274766,-0.47595443380051433,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,5,Insuficiencia respiratoria aguda,1407,7,10,13,1287,90,26-06-2023,M,C3,162587.0,2023-06-26,197,True,NoClasificada,T2,115.55579246624023,-0.25090129782865933,-0.21897224018918757,-0.29750529553327626,18.32937356759681,1.2462833464074865,2023-06
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,26,6,COVID-19 sospecha/confirmada,83,4,10,17,38,14,2023/06/26,F,C4,99819.0,2023-06-26,83,False,NoClasificada,T2,1202.6385542168675,-0.3296304136913525,-0.21897224018918757,-0.21707189187672402,-0.3232515005959833,-0.33070546438538173,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,1,Influenza y neumonia,225,12,19,28,102,64,2023/06/26,M,C5,108406.0,2023-06-26,225,False,NoClasificada,T2,481.80444444444447,-0.11968610472417071,-0.03040576039720523,0.004119968178794689,0.6325275261168581,0.706787174294137,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,2,Infeccion respiratoria aguda alta,162,11,25,26,70,30,2023/06/26,M,C3,77359.0,2023-06-26,162,False,NoClasificada,T2,477.5246913580247,-0.14592914334506843,0.09530522613078299,-0.03609673364948144,0.15463801276043743,0.0012921799920642106,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,3,Bronquitis/Bronquiolitis aguda,170,53,44,25,36,12,26-06-2023,F,C3,98374.0,2023-06-26,170,False,NoClasificada,T2,578.6705882352941,0.9562784787326359,0.4933900168027457,-0.05620508456361951,-0.3531195951807596,-0.3722051699325625,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,4,Crisis asmática,134,10,16,37,58,13,2023/06/26,F,C2,97974.0,2023-06-26,134,False,NoClasificada,T2,731.1492537313433,-0.17217218196596615,-0.09326125366119935,0.18509512640603726,-0.02457055474822033,-0.3514553171589721,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,5,Insuficiencia respiratoria aguda,226,5,3,15,84,119,2023/06/26,F,C3,74099.0,2023-06-26,226,False,NoClasificada,T2,327.87168141592923,-0.30338737507045477,-0.36563505780517386,-0.2572885937050002,0.3637146748538715,1.8480290768416074,2023-06
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,26,6,COVID-19 sospecha/confirmada,191,15,24,40,88,24,2023/06/26,M,C2,105898.0,2023-06-26,191,False,NoClasificada,T2,554.4397905759163,-0.040956988861477535,0.07435339504278496,0.24542017914845146,0.4234508640234241,-0.12320693664947802,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,1,Influenza y neumonia,158,10,19,28,68,33,26-06-2023,F,C1,100860.0,2023-06-26,158,False,Sur,T2,638.3544303797469,-0.17217218196596615,-0.03040576039720523,0.004119968178794689,0.12476991817566115,0.06354173831283533,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,2,Infeccion respiratoria aguda alta,106,9,17,22,46,12,2023/06/26,M,C2,106966.0,2023-06-26,106,False,Sur,T2,1009.1132075471698,-0.19841522058686387,-0.0723094225732013,-0.1165301373060337,-0.2037791222568781,-0.3722051699325625,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,3,Bronquitis/Bronquiolitis aguda,277,82,77,48,61,9,26-06-2023,M,C3,86488.0,2023-06-26,277,False,Sur,T2,312.23104693140795,1.7173265987386699,1.184800442706681,0.406286986461556,0.02023158712894411,-0.4344547282533336,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,4,Crisis asmática,152,5,28,46,59,14,2023/06/26,F,C2,63497.0,2023-06-26,152,False,Sur,T2,417.74342105263156,-0.30338737507045477,0.1581607193947771,0.36607028463327984,-0.009636507455832184,-0.33070546438538173,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,5,Insuficiencia respiratoria aguda,151,9,4,9,59,70,2023/06/26,F,C2,119864.0,2023-06-26,151,False,Sur,T2,793.8013245033112,-0.19841522058686387,-0.3446832267171758,-0.37793869918982853,-0.009636507455832184,0.8312862909356792,2023-06
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,26,6,COVID-19 sospecha/confirmada,292,17,40,66,124,45,26-06-2023,M,C1,134883.0,2023-06-26,292,False,Sur,T2,461.92808219178085,0.011529088380317912,0.40958269245075357,0.7682373029160412,0.9610765665493975,0.3125399715959198,2023-06
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,1,Influenza y neumonia,226,14,21,29,99,63,03-07-2023,M,C4,94519.0,2023-07-03,226,False,Norte,T3,418.22566371681415,-0.06720002748237526,0.011497901778790844,0.024228319092932753,0.5877253842396937,0.6860373215205465,2023-07
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,2,Infeccion respiratoria aguda alta,101,7,9,21,44,20,03-07-2023,M,C3,115685.0,2023-07-03,101,False,Norte,T3,1145.3960396039604,-0.25090129782865933,-0.2399240712771856,-0.13663848822017177,-0.2336472168416544,-0.2062063477438395,2023-07
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,3,Bronquitis/Bronquiolitis aguda,175,54,52,29,32,8,2023/07/03,M,C3,97375.0,2023-07-03,175,False,Norte,T3,556.4285714285714,0.9825215173535337,0.66100466550673,0.024228319092932753,-0.41285578435031217,-0.45520458102692396,2023-07
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,4,Crisis asmática,75,2,12,21,31,9,03-07-2023,M,C3,75442.0,2023-07-03,75,False,Norte,T3,1005.8933333333333,-0.3821164909331479,-0.1770685780131915,-0.13663848822017177,-0.4277898316427003,-0.4344547282533336,2023-07
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,5,Insuficiencia respiratoria aguda,104,1,4,4,40,55,2023/07/03,F,C3,95796.0,2023-07-03,104,False,Norte,T3,921.1153846153846,-0.40835952955404564,-0.3446832267171758,-0.47848045376051884,-0.293383406011207,0.5200384993318236,2023-07
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,27,6,COVID-19 sospecha/confirmada,177,16,26,39,70,26,2023/07/03,F,C4,133889.0,2023-07-03,177,False,Norte,T3,756.4350282485875,-0.014713950240579811,0.11625705721878103,0.2253118282343134,0.15463801276043743,-0.08170723110229727,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,1,Influenza y neumonia,162,10,17,23,74,38,03-07-2023,M,C5,107291.0,2023-07-03,162,False,Centro,T3,662.2901234567901,-0.17217218196596615,-0.0723094225732013,-0.09642178639189564,0.21437420192999002,0.16729100218078718,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,2,Infeccion respiratoria aguda alta,189,16,21,40,78,34,03-07-2023,F,C1,83098.0,2023-07-03,189,False,Centro,T3,439.67195767195767,-0.014713950240579811,0.011497901778790844,0.24542017914845146,0.2741103910995426,0.0842915910864257,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,3,Bronquitis/Bronquiolitis aguda,243,70,65,43,49,16,03-07-2023,F,C3,136751.0,2023-07-03,243,False,Centro,T3,562.761316872428,1.4024101352878973,0.9333784696507045,0.30574523189086567,-0.15897698037971367,-0.289205758838201,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,4,Crisis asmática,71,3,7,20,37,4,03-07-2023,F,C4,70718.0,2023-07-03,71,False,Centro,T3,996.0281690140845,-0.3558734523122502,-0.2818277334531817,-0.15674683913430984,-0.3381855478883714,-0.5382039921212854,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,5,Insuficiencia respiratoria aguda,148,4,4,8,63,69,2023/07/03,M,C3,167589.04,2023-07-03,148,False,Centro,T3,1132.3583783783783,-0.3296304136913525,-0.3446832267171758,-0.3980470501039666,0.05009968171372041,0.8105364381620888,2023-07
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,HOSPITALARIA (UEH),-33.0245,-71.5518,Alta Complejidad,2023,27,6,COVID-19 sospecha/confirmada,227,20,26,47,102,32,2023/07/03,M,C1,60197.0,2023-07-03,227,False,Centro,T3,265.18502202643174,0.09025820424301108,0.11625705721878103,0.38617863554741794,0.6325275261168581,0.042791885539244956,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,1,Influenza y neumonia,211,24,26,25,90,46,2023/07/03,M,C4,115417.0,2023-07-03,211,False,NoClasificada,T3,547.0,0.19523035872660197,0.11625705721878103,-0.05620508456361951,0.4533189586082004,0.33328982436951016,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,2,Infeccion respiratoria aguda alta,206,14,24,40,106,22,2023/07/03,M,C5,78209.0,2023-07-03,206,False,NoClasificada,T3,379.65533980582524,-0.06720002748237526,0.07435339504278496,0.24542017914845146,0.6922637152864107,-0.16470664219665876,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,3,Bronquitis/Bronquiolitis aguda,98,38,26,14,16,4,03-07-2023,M,C3,94976.0,2023-07-03,98,False,NoClasificada,T3,969.1428571428571,0.5626328994191702,0.11625705721878103,-0.2773969446191382,-0.6518005410285225,-0.5382039921212854,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,4,Crisis asmática,170,9,26,53,66,16,03-07-2023,F,C3,113350.0,2023-07-03,170,False,NoClasificada,T3,666.7647058823529,-0.19841522058686387,0.11625705721878103,0.5068287410322463,0.09490182359088485,-0.289205758838201,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,5,Insuficiencia respiratoria aguda,739,625,3,8,46,57,03-07-2023,F,C3,103432.0,2023-07-03,123,True,NoClasificada,T3,139.96211096075777,15.967296569886134,-0.36563505780517386,-0.3980470501039666,-0.2037791222568781,0.5615382048790043,2023-07
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,27,6,COVID-19 sospecha/confirmada,235,16,29,58,102,30,03-07-2023,F,C1,94852.0,2023-07-03,235,False,NoClasificada,T3,403.6255319148936,-0.014713950240579811,0.17911255048277513,0.6073704956029367,0.6325275261168581,0.0012921799920642106,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,1,Influenza y neumonia,122,5,11,22,59,25,03-07-2023,M,C3,44415.0,2023-07-03,122,False,NoClasificada,T3,364.05737704918033,-0.30338737507045477,-0.19802040910118954,-0.1165301373060337,-0.009636507455832184,-0.10245708387588764,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,2,Infeccion respiratoria aguda alta,176,17,23,29,84,23,03-07-2023,F,C1,105274.0,2023-07-03,176,False,NoClasificada,T3,598.1477272727273,0.011529088380317912,0.053401563954786915,0.024228319092932753,0.3637146748538715,-0.1439567894230684,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,3,Bronquitis/Bronquiolitis aguda,150,42,39,22,38,9,2023/07/03,M,C3,123425.0,2023-07-03,150,False,NoClasificada,T3,822.8333333333334,0.667605053902761,0.38863086136275554,-0.1165301373060337,-0.3232515005959833,-0.4344547282533336,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,4,Crisis asmática,237,11,37,66,99,24,03-07-2023,F,C3,96354.0,2023-07-03,237,False,NoClasificada,T3,406.55696202531647,-0.14592914334506843,0.3467271991867594,0.7682373029160412,0.5877253842396937,-0.12320693664947802,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,5,Insuficiencia respiratoria aguda,159,9,6,6,55,83,2023/07/03,M,C3,67491.0,2023-07-03,159,False,NoClasificada,T3,424.47169811320754,-0.19841522058686387,-0.3027795645411797,-0.43826375193224276,-0.06937269662538477,1.101034376992354,2023-07
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,27,6,COVID-19 sospecha/confirmada,292,14,41,73,119,45,2023/07/03,F,C3,78669.0,2023-07-03,292,False,NoClasificada,T3,269.41438356164383,-0.06720002748237526,0.4305345235387516,0.9089957593150076,0.8864063300874566,0.3125399715959198,2023-07
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,27,1,Influenza y neumonia,93,9,13,12,42,17,2023/07/03,M,C3,130543.0,2023-07-03,93,False,Sur,T3,1403.6881720430108,-0.19841522058686387,-0.15611674692519345,-0.31761364644741436,-0.2635153114264307,-0.2684559060646106,2023-07
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,27,2,Infeccion respiratoria aguda alta,125,9,15,26,65,10,03-07-2023,M,C3,91826.0,2023-07-03,125,False,Sur,T3,734.608,-0.19841522058686387,-0.11421308474919738,-0.03609673364948144,0.0799677762984967,-0.4137048754797432,2023-07
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,27,3,Bronquitis/Bronquiolitis aguda,78,23,23,10,19,3,03-07-2023,F,C2,75043.0,2023-07-03,78,False,Sur,T3,962.0897435897435,0.16898732010570425,0.053401563954786915,-0.3578303482756905,-0.6069983991513581,-0.5589538448948759,2023-07
